transaction_id,date,customer_id,product_id,quantity,price,region
162,12/21/2024,31,700,2,6290.49,Peru
163,2/4/2025,313,314,4,9124.54,China
164,9/11/2025,665,563,2,319.03,Indonesia
165,9/11/2025,888,818,5,2404.12,Latvia
166,5/17/2024,442,730,2,9892.84,China
167,6/30/2024,247,693,10,2354.12,Indonesia
168,12/3/2024,827,462,2,3800.87,Canada
169,12/10/2024,242,222,6,4152.71,Brazil
170,4/7/2025,832,353,9,712.01,Sweden
171,10/4/2025,958,809,10,1959.41,Ukraine
172,4/18/2025,668,349,1,1049.82,Japan
173,1/10/2024,576,379,3,5503,Peru
174,4/28/2025,609,478,8,5734.56,Poland
175,1/13/2025,821,13,8,1545.08,New Zealand
176,5/10/2024,535,915,2,2706.28,Colombia
177,6/28/2025,310,999,6,1260.29,Nepal
178,4/25/2024,772,288,5,7799.57,Indonesia
179,4/21/2025,880,791,8,376.39,Poland
180,2/6/2025,224,315,5,7639.47,Ethiopia
181,5/11/2024,791,511,3,5902.78,Indonesia
182,2/25/2024,142,807,4,3926.88,Japan
183,2/21/2025,508,856,10,7618.49,Chile
184,7/24/2025,224,147,8,5778.52,Russia
185,5/28/2024,859,553,6,500.63,Poland
186,10/30/2024,355,625,4,7503.59,Indonesia
187,12/13/2024,46,992,2,4063.3,Finland
188,1/6/2025,290,563,2,9874.72,South Africa
189,11/20/2024,773,859,10,9498.23,Honduras
190,2/11/2025,44,279,1,7636.6,Portugal
191,5/16/2024,573,115,6,8429.17,Philippines
192,5/15/2025,171,453,6,2224.2,Argentina
193,6/20/2025,201,834,3,9357.72,Brazil
194,4/20/2025,673,958,9,1986.67,Russia
195,5/19/2024,999,226,1,510.6,China
196,4/23/2025,542,346,9,5052.19,Philippines
197,8/17/2024,971,439,4,7558.68,China
198,11/3/2024,894,803,5,4224.33,Burkina Faso
199,4/3/2024,878,536,3,3804.78,Portugal
200,9/1/2025,765,544,10,1912.19,Canada
201,3/27/2024,66,196,3,9298.61,Peru
202,1/8/2024,613,327,9,1147.17,China
203,9/28/2025,177,56,5,6781.28,Poland
204,1/2/2024,742,191,6,4990.08,Poland
205,7/10/2024,584,516,6,1689.67,Indonesia
206,10/5/2024,81,628,10,6033.59,Japan
207,3/24/2025,727,537,3,276.88,China
208,5/29/2025,632,24,10,582,China
209,9/14/2024,71,560,3,762.98,France
210,2/6/2025,12,68,10,8573.7,Iran
211,3/20/2025,418,306,5,1634.9,Philippines
212,6/21/2024,489,699,8,5440.6,China
213,5/6/2025,989,424,2,7967.8,Vietnam
214,3/20/2025,364,367,2,8451.94,Dominican Republic
215,2/29/2024,951,340,8,8748.52,Italy
216,2/8/2024,918,613,6,9108.79,Indonesia
217,11/11/2024,693,888,5,6986.56,China
218,8/8/2025,75,402,7,1621.19,China
219,8/31/2024,711,480,6,6631.38,South Korea
220,6/16/2025,918,928,8,883.27,Nauru
221,8/29/2024,381,89,9,1297.15,Peru
222,2/2/2024,703,646,8,1072.36,China
223,11/1/2024,758,468,9,3699.9,Philippines
224,10/22/2024,429,48,1,9928.8,China
225,5/15/2024,339,6,3,7289.17,Madagascar
226,4/13/2025,852,380,2,118.43,China
227,1/12/2024,262,428,1,5035.3,Kazakhstan
228,10/21/2024,26,821,2,3189.65,Nepal
229,9/26/2024,368,34,6,6733.42,Russia
230,6/20/2025,203,864,1,7607.31,Greece
231,8/10/2024,29,295,8,2350.65,Sierra Leone
232,3/8/2025,809,771,9,558.01,Ukraine
233,9/13/2024,408,913,5,5507.43,Kuwait
234,5/15/2025,457,966,5,4298.6,Nigeria
235,4/6/2025,363,581,5,1460.5,Mexico
236,1/27/2024,963,919,4,1460.23,Canada
237,3/6/2025,734,278,4,2427.04,China
238,11/29/2024,75,283,5,1924.6,China
239,1/19/2024,951,30,2,644.02,Brazil
240,12/10/2024,446,500,2,215.21,Indonesia
241,8/11/2025,912,518,1,4686.51,Liberia
242,7/1/2025,828,261,9,5327.47,Azerbaijan
243,9/27/2024,127,77,6,1159.22,Poland
244,7/24/2024,630,449,9,6807.08,Namibia
245,10/29/2024,283,922,2,1039.94,Indonesia
246,6/1/2025,52,236,9,1292.82,Brazil
247,10/29/2024,733,61,9,3072.44,France
248,6/15/2024,21,810,10,172.46,China
249,3/17/2025,209,457,7,2741.73,Philippines
250,2/5/2024,830,862,6,7371.15,United States
251,6/28/2025,415,665,2,4825.46,China
252,12/27/2024,187,415,3,5948.76,Poland
253,4/14/2025,831,223,6,1256.22,Democratic Republic of the Congo
254,2/12/2025,152,325,2,4061.52,Serbia
255,7/24/2024,922,805,2,4994.38,Serbia
256,5/26/2024,345,465,1,1184.6,Pakistan
257,9/3/2025,139,992,8,8731.2,Russia
258,10/12/2024,878,340,1,2479.93,Vietnam
259,2/13/2024,331,535,5,1714.65,China
260,7/5/2024,922,395,6,2503.05,China
261,11/9/2024,902,457,5,4835.68,Vietnam
262,10/12/2024,920,369,1,7151.74,Indonesia
263,3/18/2025,665,584,5,7831.04,Philippines
264,11/20/2024,160,7,3,1572.33,Brazil
265,7/28/2024,965,957,5,1267.79,Ukraine
266,7/27/2024,582,481,4,4022.06,Indonesia
267,1/20/2025,965,56,6,5186.54,France
268,3/18/2024,612,868,3,490.13,Philippines
269,11/4/2024,961,966,4,457.84,Indonesia
270,1/12/2025,458,556,8,9389.56,China
271,4/9/2024,684,693,3,5848.73,China
272,12/29/2024,92,114,6,1331.68,Malta
273,1/18/2024,21,871,9,2887.31,Colombia
274,9/6/2025,574,762,10,4951.42,Canada
275,3/7/2025,171,292,4,4423.92,Sweden
276,7/16/2025,836,825,4,5738.91,Micronesia
277,5/8/2024,85,913,10,9004.47,Sweden
278,6/6/2025,523,118,3,5815.17,Brazil
279,11/30/2024,445,917,6,9533.39,Czech Republic
280,1/2/2025,133,66,6,1803.14,Philippines
281,3/22/2024,104,198,1,1767.75,United States
282,2/15/2025,673,950,4,3922.6,Poland
283,1/10/2025,174,964,1,6568.18,Russia
284,9/2/2024,232,921,2,5932.53,Russia
285,2/20/2024,378,177,6,2885.94,Portugal
286,6/28/2024,847,449,8,9082.43,Finland
287,5/13/2025,876,877,6,3148.14,Chad
288,5/9/2025,88,645,10,8888.15,China
289,3/18/2025,517,580,5,379.13,China
290,3/31/2025,163,332,10,8594.68,Panama
291,8/24/2025,133,91,8,778.02,Egypt
292,4/26/2024,814,923,5,8634.79,United States
293,10/18/2024,761,607,2,8065.5,Costa Rica
294,4/2/2025,811,729,9,6039.9,Hungary
295,7/13/2025,345,761,4,3461.63,China
296,2/7/2025,5,545,2,574.03,Mexico
297,2/26/2025,469,477,8,2295.44,Japan
298,1/16/2025,62,784,6,702.66,Russia
299,11/16/2024,280,370,7,3024.61,Philippines
300,2/16/2025,877,663,1,3289.12,Argentina
301,5/16/2024,946,340,8,2615.53,Japan
302,11/11/2024,697,397,7,2976.57,Philippines
303,1/16/2024,359,966,5,9064.18,Indonesia
304,6/21/2024,844,540,3,4187.84,Czech Republic
305,1/9/2025,246,660,1,6642.76,China
306,7/17/2025,84,820,8,2296.88,China
307,7/26/2024,715,805,2,4681.68,France
308,9/13/2024,23,768,3,6865.54,Mexico
309,4/19/2025,336,451,5,4020.98,Philippines
310,2/23/2024,161,197,2,765.16,United States
311,2/20/2024,56,245,4,2365.71,Ukraine
312,5/31/2025,192,22,4,6345.74,Indonesia
313,12/31/2024,496,563,6,9935.74,Ecuador
314,10/17/2025,774,851,1,3475.05,China
315,6/21/2025,490,269,2,3965.83,Myanmar
316,10/17/2025,734,921,4,6651.82,France
317,10/13/2024,701,877,1,8202.78,Belarus
318,11/28/2024,44,130,9,9146.38,China
319,5/25/2025,418,463,7,6640.49,Mali
320,4/10/2024,307,985,7,8230.53,China
321,4/29/2025,824,239,2,4628.47,Portugal
322,6/13/2024,538,197,5,4285.65,Indonesia
323,9/28/2024,518,200,4,4867.85,Indonesia
324,6/2/2025,715,554,2,2453.35,Malaysia
325,12/16/2024,929,589,10,1754.8,Philippines
326,11/13/2024,74,74,9,7183.21,Indonesia
327,1/10/2025,571,389,5,1581.54,Thailand
328,10/8/2024,846,643,8,1808.26,Brazil
329,9/2/2024,184,877,6,300.1,Russia
330,6/19/2024,385,266,6,6270.91,Bangladesh
331,4/19/2024,969,362,3,8260.3,Canada
332,4/7/2024,944,64,5,8324.8,Japan
333,2/23/2024,740,145,7,9348.17,Serbia
334,7/23/2024,856,290,4,7998.71,Burkina Faso
335,4/11/2024,660,996,8,325.65,Peru
336,3/10/2025,473,368,5,5727.55,South Africa
337,10/9/2025,194,486,5,3663.19,Poland
338,7/9/2024,397,203,6,204.14,China
339,2/14/2024,845,806,2,5004.81,Poland
340,7/13/2025,259,271,4,7752.18,China
341,6/1/2024,231,694,2,5853.89,China
342,3/15/2025,770,478,10,7688.93,China
343,5/31/2025,302,919,5,6533.51,France
344,9/20/2024,771,487,3,4109.32,France
345,5/7/2024,664,750,2,9214.6,Thailand
346,1/4/2025,391,628,7,6758.18,Russia
347,12/9/2024,472,203,1,3060.31,Indonesia
348,11/15/2024,546,924,4,3577.01,Yemen
349,5/28/2025,97,179,7,693.99,Portugal
350,9/16/2024,394,608,10,152.07,China
351,4/5/2025,70,812,7,384.28,China
352,10/8/2025,630,1000,4,3347.88,Mexico
353,6/13/2024,537,206,5,3019.52,United States
354,8/11/2025,17,780,8,244.31,Russia
355,5/16/2024,274,451,5,4996.33,Venezuela
356,2/21/2024,13,298,6,569.84,Panama
357,7/7/2025,20,284,10,6564.7,Ecuador
358,4/23/2024,256,760,8,7131.55,Indonesia
359,7/21/2025,107,657,1,8834.9,Japan
360,4/10/2024,510,941,9,3987.42,Ghana
361,1/15/2024,531,566,4,8417.36,South Africa
362,1/21/2024,368,735,6,5323.42,United States
363,5/4/2025,704,648,3,2299.16,Tunisia
364,5/9/2025,63,2,1,1920.77,Colombia
365,9/4/2025,747,527,4,5411.04,China
366,4/5/2025,15,576,7,724.03,United States
367,12/22/2024,268,705,8,6625.78,France
368,7/3/2025,139,920,10,3134.76,Philippines
369,3/12/2024,959,284,1,8920.16,Azerbaijan
370,2/8/2025,610,898,6,2285.84,Afghanistan
371,8/13/2024,106,164,8,1589.14,Macedonia
372,7/11/2024,441,41,10,9365.01,Indonesia
373,3/30/2025,448,348,5,7566.12,South Africa
374,6/21/2025,402,853,1,1020.5,Cape Verde
375,10/19/2024,648,330,5,7116,Brazil
376,3/13/2025,548,316,10,5084.17,Poland
377,5/23/2024,314,119,1,7895.24,Portugal
378,11/30/2024,646,120,1,9782.2,Croatia
379,3/5/2024,69,255,8,6718.61,Indonesia
380,4/30/2024,759,576,1,5709.32,China
381,4/12/2024,195,716,4,113.92,Philippines
382,6/19/2025,171,329,4,7237.44,Malaysia
383,5/9/2024,13,414,5,2447.41,China
384,5/31/2024,911,459,10,1247.31,Colombia
385,3/25/2025,286,175,9,3104.01,China
386,1/5/2024,724,489,8,1509.61,Indonesia
387,6/13/2025,858,2,8,1741.96,China
388,1/17/2025,308,896,5,8116.18,Poland
389,6/30/2024,281,569,3,9625.06,New Zealand
390,1/5/2025,573,703,2,5052.73,Canada
391,3/3/2025,273,776,1,3642.6,Philippines
392,11/5/2024,9,929,10,2293.38,Mali
393,3/24/2025,615,586,7,6777.36,Peru
394,8/24/2024,330,706,7,3407.51,Indonesia
395,1/21/2025,200,330,2,4954.05,China
396,2/22/2024,953,886,7,6258.86,Slovenia
397,7/10/2024,90,520,1,4770.15,Poland
398,3/6/2025,476,762,2,2019.83,Paraguay
399,10/16/2024,671,442,1,7506.37,Russia
400,6/2/2024,411,958,9,3028.25,Greece
401,10/5/2024,285,156,3,8107,Thailand
402,5/21/2025,816,797,2,5107.46,Indonesia
403,4/2/2025,95,603,4,8477.65,Portugal
404,12/26/2024,369,756,9,8755.23,Greece
405,2/9/2024,740,476,9,7208.84,France
406,1/12/2024,615,399,5,3760.93,China
407,8/2/2024,210,943,8,4213.67,Nepal
408,9/18/2024,165,783,8,8724.89,Norway
409,1/9/2025,448,981,7,8761.38,Portugal
410,10/3/2025,88,685,7,211.4,Bulgaria
411,4/10/2024,625,472,1,8351.99,Philippines
412,9/3/2025,796,954,10,5649.1,China
413,1/14/2025,694,639,3,9050.5,Morocco
414,1/6/2025,704,456,6,4689.46,United Kingdom
415,1/23/2024,51,275,6,6924.33,China
416,5/7/2025,286,500,8,4243.34,Poland
417,2/8/2024,805,822,7,6872.17,Russia
418,4/25/2024,918,321,8,4135.36,Japan
419,9/14/2025,937,19,8,1945.26,China
420,9/1/2024,905,609,9,6005.3,Philippines
421,6/19/2024,961,656,9,5382.66,China
422,2/23/2025,531,357,9,1323.54,China
423,8/10/2025,159,47,3,3614.57,South Africa
424,4/9/2024,966,848,6,4927.64,China
425,1/28/2024,735,139,4,5174.76,Russia
426,7/17/2024,868,443,1,6098.79,Honduras
427,2/16/2024,750,454,2,9801.99,Russia
428,12/31/2024,883,240,1,7416.79,China
429,6/3/2025,111,456,2,5892.16,Pakistan
430,8/17/2025,670,161,8,4035.94,China
431,6/18/2024,858,85,9,8554.32,Thailand
432,3/27/2024,809,70,10,2891.25,China
433,1/1/2024,479,686,5,6793.1,Macedonia
434,9/13/2024,250,927,10,766.65,Indonesia
435,8/8/2024,864,482,10,9841.25,Yemen
436,9/5/2025,742,159,1,5921.96,Kazakhstan
437,3/25/2025,24,503,10,4822.08,Indonesia
438,11/30/2024,448,595,6,3765.12,Russia
439,2/4/2024,291,177,10,6478.2,Portugal
440,3/17/2025,342,2,10,7780.54,Czech Republic
441,12/27/2024,532,484,6,8401.04,Somalia
442,12/29/2024,885,589,6,6721.12,Israel
443,2/18/2024,184,310,2,7303.54,Brazil
444,6/1/2025,203,947,10,6755.16,Japan
445,5/5/2024,54,946,4,1922.23,Sweden
446,9/10/2024,229,135,5,7232.72,Mexico
447,8/6/2024,757,775,7,6092.71,Finland
448,10/2/2024,825,348,6,1022.35,Ukraine
449,11/22/2024,951,534,4,9212.63,Poland
450,4/16/2025,287,458,1,4082.03,China
451,8/9/2024,657,890,8,3209.34,Ukraine
452,10/7/2025,226,183,2,9827.78,South Africa
453,7/13/2025,816,576,1,1426.59,Canada
454,9/11/2024,750,50,1,3050.48,Sweden
455,9/26/2025,39,834,7,9424.92,Poland
456,4/2/2024,151,931,3,8766.89,Canada
457,4/8/2024,125,10,4,6780.49,Brazil
458,8/23/2025,74,821,4,639.81,Philippines
459,7/31/2025,418,363,9,1417.69,Portugal
460,5/9/2025,878,481,8,7822.32,France
461,6/26/2024,507,394,8,9215.43,Canada
462,4/2/2024,130,327,5,4843.08,Tunisia
463,6/21/2024,443,980,5,563.49,Philippines
464,2/24/2025,398,819,6,9780.46,Greece
465,5/22/2025,225,129,2,2443.54,Indonesia
466,7/11/2024,521,608,4,2633.12,Thailand
467,2/17/2024,39,215,7,8589.59,Argentina
468,7/22/2024,272,886,9,4832.49,China
469,6/16/2025,426,762,7,4104.68,China
470,4/23/2025,421,334,10,2023.06,Malaysia
471,7/27/2025,153,519,7,3019.43,Yemen
472,12/28/2024,830,288,7,1628.53,China
473,8/25/2025,781,500,5,7291.29,South Africa
474,3/10/2025,980,172,6,2610.76,Russia
475,7/11/2024,824,307,1,2210.84,Peru
476,5/4/2025,924,127,9,6169.6,Poland
477,10/7/2025,617,719,1,571.3,Russia
478,7/12/2024,230,397,7,4465.76,Georgia
479,3/4/2024,226,891,8,3958.72,Japan
480,9/21/2025,697,420,6,9680.79,China
481,4/3/2025,490,50,6,1694.66,China
482,2/6/2024,611,281,10,2379.92,Italy
483,3/6/2025,179,20,7,1366.06,Jamaica
484,7/21/2024,803,484,3,7215.15,Philippines
485,10/29/2024,680,825,2,4239.4,Malaysia
486,2/18/2025,17,98,5,6390.14,Russia
487,5/4/2025,511,76,2,7163.97,Thailand
488,11/20/2024,746,535,9,894.53,Indonesia
489,8/21/2024,585,435,10,6393.72,France
490,6/30/2025,473,502,5,3091.86,China
491,10/8/2025,31,808,2,1369.64,Croatia
492,9/17/2025,157,202,7,1065.33,Chile
493,8/14/2025,720,838,8,1530.17,China
494,5/21/2025,85,839,3,2751.47,Sweden
495,6/25/2024,126,885,1,8027.63,Russia
496,5/15/2025,307,375,3,2950.58,China
497,8/14/2024,821,456,6,8871.72,France
498,3/14/2024,501,933,5,970.69,Portugal
499,6/8/2025,187,295,2,206.28,China
500,12/19/2024,504,653,3,2135.22,Tajikistan
501,6/21/2025,404,735,9,9320.01,China
502,3/13/2025,671,239,5,7109.38,United States
503,9/30/2024,283,687,7,6230.87,China
504,8/30/2024,270,269,6,605.88,United Kingdom
505,1/27/2025,672,613,7,9893.72,China
506,7/14/2025,673,489,10,8542.03,Russia
507,8/31/2025,198,931,2,8905.2,China
508,12/29/2024,755,968,7,1070.17,Japan
509,1/30/2025,314,109,5,3032.59,China
510,9/24/2025,737,553,10,9442.53,Russia
511,12/1/2024,904,499,8,5781.5,Poland
512,1/17/2025,778,864,5,9372.49,Russia
513,4/20/2025,142,522,5,2007.35,Poland
514,2/15/2025,222,461,1,9678.12,China
515,2/17/2025,212,901,10,4889.22,Indonesia
516,1/19/2025,334,284,10,3864.33,Guatemala
517,7/4/2024,694,821,7,1113.91,China
518,1/27/2024,658,601,7,2988.61,Oman
519,12/3/2024,421,528,8,8080.84,Belarus
520,9/18/2024,557,214,3,5699.85,Serbia
521,5/24/2024,665,231,10,4386.42,Mexico
522,7/16/2025,957,815,5,3129.67,China
523,6/2/2024,12,563,8,9182.63,Italy
524,10/27/2024,846,282,10,3472.49,China
525,9/14/2024,713,604,1,7651.02,Brazil
526,6/20/2024,192,498,2,519.98,Pakistan
527,4/7/2025,447,238,6,4813.83,Indonesia
528,8/22/2024,177,91,6,9912.13,Ukraine
529,5/13/2025,959,508,6,8726.67,China
530,11/21/2024,523,710,9,1923.87,China
531,8/12/2025,896,482,1,8007.91,China
532,6/19/2025,977,73,6,4455.29,Sweden
533,8/11/2024,895,413,8,9526.29,China
534,6/12/2024,535,941,2,6384.03,Indonesia
535,3/9/2025,448,40,1,1214.9,Bosnia and Herzegovina
536,10/29/2024,549,260,5,2269.76,Spain
537,1/7/2024,153,87,10,2879.49,Indonesia
538,5/28/2025,161,493,10,1324.89,Israel
539,3/31/2024,795,463,6,9403.72,Serbia
540,8/31/2024,547,713,10,6861.47,China
541,3/5/2025,523,537,6,1601.04,Iran
542,7/8/2025,814,875,8,7366.17,United States
543,1/25/2024,964,827,8,2900.56,Russia
544,10/10/2024,133,100,10,1906.21,China
545,9/18/2025,820,703,1,5712.35,France
546,6/25/2024,113,581,5,4378.47,China
547,9/30/2025,209,148,10,245.98,Turkey
548,6/7/2025,831,490,1,4070.61,Sri Lanka
549,8/7/2024,555,896,1,1103.97,Mongolia
550,6/28/2025,790,756,10,9941.02,Indonesia
551,6/1/2024,362,952,5,7295.56,Morocco
552,10/26/2024,11,861,8,991.9,Latvia
553,4/22/2025,171,474,6,4156.38,China
554,10/10/2024,847,982,9,8518.08,China
555,2/7/2025,509,672,3,9342.42,China
556,2/13/2024,646,709,3,9827.77,Portugal
557,4/13/2024,25,370,4,6773.78,China
558,5/26/2024,748,541,7,1990.44,Russia
559,4/11/2024,407,656,8,8173.11,United States
560,12/19/2024,7,73,2,4973.87,Ecuador
561,3/11/2024,537,557,2,3384.33,Croatia
562,10/5/2024,955,894,9,281.48,France
563,3/30/2024,675,783,2,2571.2,Indonesia
564,3/6/2024,620,903,8,2427.31,Russia
565,5/3/2024,99,720,4,8460.21,Nigeria
566,7/23/2024,430,743,9,8172.25,Dominican Republic
567,10/17/2024,902,102,2,7873.04,Zambia
568,5/18/2025,910,353,8,7043.3,Indonesia
569,4/15/2025,841,6,3,1938.23,Greece
570,3/24/2025,79,351,3,6404.18,Russia
571,4/25/2025,283,937,9,6435.32,China
572,2/19/2024,706,635,4,6983.64,Indonesia
573,2/13/2025,983,194,10,3551.74,United States
