transaction_id,date,customer_id,product_id,quantity,price,region
153,3/17/2023,,,10,8340.1,United States
154,2/1/2024,,,5,7757.03,Argentina
155,10/18/2023,,,5,2538.92,Namibia
156,5/17/2024,,,2,7238.68,United States
157,8/28/2023,,,4,4211.06,China
158,7/23/2023,,,7,3070.03,Mexico
159,9/22/2024,,,8,3619.94,Indonesia
160,12/14/2023,,,1,816.62,Greece
161,11/12/2024,,,6,3117.23,Poland
162,3/31/2024,,,6,7543.13,Russia
163,9/27/2024,,,3,9706.3,China
164,8/10/2024,,,10,9026.03,Qatar
165,6/30/2023,,,5,3019.47,China
166,9/20/2023,,,5,3201.35,Russia
167,11/12/2023,,,8,2967.69,Thailand
168,1/7/2023,,,4,3571.45,United States
169,10/21/2023,,,1,3739.58,Peru
170,9/13/2024,,,7,3075.36,Angola
171,5/11/2023,,,2,9866.95,Uganda
172,6/27/2024,,,5,9734.88,Norway
173,7/1/2023,,,4,8672.93,United States
174,3/20/2023,,,9,8964.49,Malta
175,9/22/2023,,,10,1897.95,Indonesia
176,2/22/2023,,,7,1671.18,Indonesia
177,1/10/2023,,,5,5264.44,Ukraine
178,12/4/2023,,,1,6866.08,Mali
179,1/17/2024,,,8,1238.02,Philippines
180,2/24/2023,,,5,6254.04,Somalia
181,4/18/2023,,,5,8521.85,Philippines
182,5/18/2024,,,7,2209.33,China
183,11/24/2023,,,1,8837.88,Indonesia
184,10/30/2023,,,10,8595.81,China
185,4/22/2023,,,6,4678.6,Thailand
186,11/16/2024,,,10,3612.25,Sierra Leone
187,7/31/2023,,,4,1617.48,Indonesia
188,2/5/2023,,,1,6439.67,Philippines
189,7/15/2023,,,6,1735.84,Peru
190,9/16/2023,,,2,9209.83,Indonesia
191,10/1/2023,,,2,3677.31,Mongolia
192,11/7/2023,,,9,8035.17,China
193,11/28/2024,,,6,747.09,Sweden
194,2/25/2024,,,7,9846.45,Brazil
195,11/19/2023,,,2,7594.97,Canada
196,3/16/2024,,,6,1258.36,China
197,1/14/2023,,,9,3107.42,Italy
198,10/6/2024,,,8,5818.27,China
199,12/25/2023,,,3,398.41,Russia
200,6/10/2024,,,10,9226.02,Portugal
201,7/28/2023,,,9,1767.07,Colombia
202,10/25/2024,,,6,5617.26,United States
203,2/2/2023,,,10,2979.07,Russia
204,6/13/2024,,,2,1461.45,China
205,7/1/2023,,,6,5208.86,Colombia
206,5/7/2024,,,8,6445.26,Indonesia
207,5/6/2023,,,2,9785.1,China
208,5/26/2024,,,3,8191.39,Czech Republic
209,7/4/2023,,,8,9602.05,France
210,5/13/2023,,,3,947.55,China
211,9/23/2024,,,2,3797.75,Uruguay
212,12/20/2023,,,6,2252.6,Belarus
213,8/21/2024,,,9,9749.39,China
214,11/1/2023,,,3,4101.05,Belarus
215,9/2/2023,,,8,9426.38,China
216,11/24/2023,,,1,1848.74,Ireland
217,1/22/2024,,,5,8529.45,China
218,2/16/2023,,,4,5540.75,Canada
219,10/28/2024,,,2,8109.03,Papua New Guinea
220,4/30/2024,,,4,657.28,Czech Republic
221,9/7/2024,,,3,1251.09,Morocco
222,2/13/2024,,,4,4824.49,Greece
223,11/9/2023,,,10,3459.08,Portugal
224,11/14/2023,,,10,957.01,China
225,9/11/2023,,,10,5127.54,Ukraine
226,10/17/2023,,,7,9963.76,Iran
227,6/13/2024,,,5,3552.1,Indonesia
228,9/9/2023,,,1,1412.05,Canada
229,5/17/2023,,,3,6918.14,Thailand
230,9/22/2024,,,10,5352.68,China
231,8/27/2023,,,5,9504.76,Ukraine
232,12/25/2023,,,5,9442.85,France
233,1/10/2023,,,2,4224.68,Russia
234,2/7/2023,,,1,6088.42,Bolivia
235,9/7/2023,,,9,179.77,Czech Republic
236,9/13/2024,,,6,8358.1,Indonesia
237,11/24/2023,,,6,1535.55,Vietnam
238,4/11/2023,,,1,5312.95,France
239,8/27/2023,,,8,5784.27,Portugal
240,3/19/2024,,,4,3196.79,Brazil
241,7/6/2024,,,5,7165.06,Indonesia
242,7/23/2023,,,9,4758.82,Russia
243,7/2/2024,,,9,1688.95,Turkmenistan
244,10/14/2024,,,9,5948.4,Colombia
245,10/10/2023,,,3,2425.86,Indonesia
246,5/22/2023,,,7,5123.23,China
247,2/28/2024,,,9,1164.81,Haiti
248,10/30/2023,,,5,158.9,Morocco
249,6/13/2024,,,10,2965.01,Indonesia
250,11/3/2023,,,8,2270.68,Philippines
251,3/25/2024,,,5,2824.75,Indonesia
252,1/2/2024,,,2,1787.48,Indonesia
253,6/3/2024,,,10,7506.12,Peru
254,5/30/2023,,,4,8660.64,China
255,11/27/2023,,,6,7820.05,Czech Republic
256,9/28/2024,,,8,4025.41,Tuvalu
257,10/4/2023,,,10,1975.3,France
258,1/17/2023,,,3,344.71,Greece
259,11/13/2023,,,5,1683.32,China
260,3/12/2023,,,5,3868.88,Vietnam
261,2/6/2023,,,7,2763.05,China
262,10/27/2024,,,2,3814.72,Ukraine
263,5/8/2023,,,1,4196.41,Indonesia
264,12/18/2023,,,10,5476.1,Philippines
265,6/29/2023,,,9,5155.24,Ukraine
266,6/16/2023,,,7,5241.94,Japan
267,5/3/2024,,,1,1393.33,Dominica
268,9/10/2023,,,1,7263.41,North Korea
269,8/10/2024,,,4,8940.98,Czech Republic
270,6/29/2023,,,2,8157.35,China
271,5/14/2023,,,7,3948.97,Philippines
272,6/28/2023,,,5,5846.86,China
273,8/5/2023,,,2,6112.89,Indonesia
274,9/13/2023,,,1,1974.47,South Africa
275,8/17/2023,,,3,2938.47,China
276,7/14/2024,,,6,9557.14,Portugal
277,1/27/2023,,,1,9454.41,Philippines
278,5/21/2023,,,8,5955.97,China
279,8/21/2023,,,2,2051.24,Argentina
280,10/21/2023,,,8,8832.28,France
281,7/19/2023,,,8,7074.67,Indonesia
282,3/1/2024,,,9,3931.47,Syria
283,8/19/2024,,,9,8438.46,Russia
284,5/6/2024,,,7,6689.04,Russia
285,8/16/2023,,,8,5088.18,Portugal
286,5/11/2024,,,1,7787.64,Macedonia
287,8/27/2024,,,7,6432.3,China
288,4/26/2024,,,8,2435.44,China
289,6/19/2024,,,2,9186.95,Indonesia
290,12/4/2023,,,5,740.46,United States
291,2/13/2024,,,6,6888.62,Philippines
292,9/24/2023,,,10,3175.13,China
293,9/30/2023,,,2,1928.68,China
294,5/26/2024,,,6,1919.77,Philippines
295,6/27/2023,,,3,4827.1,Pakistan
296,1/10/2023,,,6,278.44,China
297,12/5/2023,,,1,2139.3,Indonesia
298,3/23/2023,,,8,6066.33,United States
299,7/11/2024,,,1,8133.26,Russia
300,10/6/2024,,,1,6184.52,Peru
301,1/28/2023,,,2,8790.74,Yemen
302,3/3/2024,,,3,4835.7,Thailand
303,8/13/2023,,,5,7218.74,Russia
304,5/8/2023,,,9,243.07,Indonesia
305,9/13/2024,,,2,6522.82,United States
306,2/15/2024,,,8,5850.57,United States
307,3/25/2023,,,3,1092.85,Sweden
308,11/3/2024,,,1,8951.58,Philippines
309,1/3/2024,,,6,7757.19,Ukraine
310,5/11/2023,,,6,6534.1,Pakistan
311,1/14/2024,,,2,4343.87,Mexico
312,3/15/2024,,,9,4213.71,Uganda
313,7/30/2023,,,3,5251.17,China
314,4/29/2024,,,3,2194.39,Brazil
315,10/8/2023,,,9,5844.09,China
316,7/16/2024,,,4,6422.42,China
317,1/29/2024,,,9,6910.4,Peru
318,9/29/2024,,,10,8656.11,China
319,10/28/2024,,,10,4542.9,Democratic Republic of the Congo
320,3/18/2024,,,3,5093.43,China
321,2/11/2024,,,6,7911.65,Serbia
322,10/3/2024,,,8,2816.87,Netherlands
323,5/10/2023,,,2,8889.07,China
324,8/18/2024,,,3,5545.2,China
325,3/24/2023,,,5,3103.64,China
326,3/8/2023,,,6,7884.11,China
327,7/18/2024,,,3,2225.12,Hungary
328,10/24/2023,,,4,8083.67,Portugal
329,8/1/2024,,,4,4776.43,Portugal
330,9/24/2023,,,10,9096.36,Belarus
331,4/1/2023,,,10,4174.42,Brazil
332,1/14/2023,,,5,2721.88,China
333,10/14/2023,,,9,2882.11,Russia
334,9/1/2023,,,2,4439.27,Indonesia
335,9/24/2024,,,9,7408.78,Philippines
336,11/25/2024,,,6,5712.68,Argentina
337,5/11/2024,,,6,2300.89,China
338,1/22/2023,,,10,7489.76,Philippines
339,11/2/2024,,,8,4540.4,Brazil
340,11/2/2023,,,7,1738.44,Canada
341,12/16/2023,,,6,8139.43,China
342,9/22/2024,,,6,1569.28,Russia
343,5/8/2023,,,3,4965.82,Russia
344,2/24/2024,,,9,2522.25,Iran
345,4/19/2023,,,1,8772.9,Russia
346,8/31/2024,,,9,9510.79,Luxembourg
347,6/23/2023,,,6,6106.69,Ethiopia
348,8/18/2023,,,10,4621.88,Portugal
349,7/8/2024,,,5,6373.09,Switzerland
350,9/12/2024,,,1,7488.5,China
351,6/24/2024,,,5,2096.87,Sweden
352,11/10/2024,,,5,4725.56,Latvia
353,8/18/2023,,,8,5141.12,Philippines
354,9/24/2023,,,2,9536.46,Portugal
355,2/5/2023,,,7,4120.31,Russia
356,8/23/2023,,,5,5087.88,Iran
357,5/20/2024,,,1,7485.91,Thailand
358,7/27/2023,,,9,449.41,Nigeria
359,1/12/2023,,,8,3182.39,China
360,2/2/2023,,,5,5921.49,United States
361,9/17/2023,,,3,4936.7,Portugal
362,6/15/2023,,,4,154.21,Portugal
363,7/11/2023,,,2,9342.19,China
364,6/19/2023,,,4,3571.1,Ivory Coast
365,3/7/2024,,,8,2228.22,Israel
366,1/6/2024,,,10,5474.69,Indonesia
367,4/26/2024,,,4,3956.09,Portugal
368,10/13/2023,,,5,6871.39,Sweden
369,10/18/2023,,,5,3489.23,Bulgaria
370,7/6/2023,,,1,5281.19,Brazil
371,9/19/2023,,,10,3970.83,Indonesia
372,2/6/2024,,,6,202.45,Colombia
373,2/23/2023,,,8,2640.66,Argentina
374,7/16/2023,,,6,5512.98,China
375,9/30/2024,,,5,4664.8,Philippines
376,7/10/2024,,,3,8794.9,Japan
377,6/23/2024,,,2,292.39,Philippines
378,3/21/2023,,,8,3496.56,China
379,2/27/2023,,,4,8327.68,Lithuania
380,9/21/2023,,,4,7661.21,Russia
381,4/17/2024,,,6,6296.75,Ivory Coast
382,12/15/2023,,,3,6681.45,Armenia
383,11/11/2023,,,9,1003.45,United States
384,7/1/2024,,,5,5650.98,Japan
385,6/25/2024,,,3,8356.68,Japan
386,12/2/2023,,,8,3572.92,Ukraine
387,10/27/2023,,,8,7430.51,China
388,11/22/2024,,,10,6195.05,Canada
389,8/3/2023,,,1,2516.23,Argentina
390,10/24/2023,,,7,759.05,Canada
391,6/28/2024,,,6,1582.66,Russia
392,10/23/2024,,,8,5724.05,Colombia
393,5/16/2023,,,2,2113.66,Ukraine
394,4/24/2023,,,8,3735.87,United States
395,8/30/2023,,,7,4439.85,Poland
396,2/19/2023,,,9,3995.34,Cuba
397,7/28/2024,,,10,3013.59,Cyprus
398,9/26/2023,,,8,9237.59,France
399,11/9/2023,,,8,9052.92,Egypt
400,2/24/2024,,,1,6347.55,Brazil
401,2/11/2024,,,10,9848.7,Philippines
402,11/17/2023,,,4,595.63,Indonesia
403,4/28/2023,,,9,4522.4,China
404,3/5/2023,,,4,8314.98,Poland
405,4/25/2023,,,9,3270.94,Costa Rica
406,9/20/2024,,,10,6531.76,Canada
407,1/18/2023,,,2,8743.07,Nicaragua
408,2/2/2024,,,2,9092.63,Zimbabwe
409,2/13/2023,,,9,3635.19,South Korea
410,8/19/2023,,,7,3248.01,France
411,5/2/2023,,,7,1779.39,Poland
412,7/3/2023,,,2,5228.11,Russia
413,4/13/2024,,,4,8118.09,Portugal
414,2/6/2023,,,10,1454.09,United States
415,6/25/2024,,,8,3773.45,Pakistan
416,9/16/2024,,,1,541.8,Japan
417,6/15/2024,,,7,6107.55,Russia
418,12/12/2023,,,7,1565.03,Poland
419,6/22/2024,,,7,4062.67,Uruguay
420,12/7/2024,,,4,4553.07,Papua New Guinea
421,7/1/2024,,,3,1989.41,Azerbaijan
422,10/6/2023,,,2,9246.74,Indonesia
423,7/1/2024,,,9,647.87,Kazakhstan
424,12/2/2024,,,6,6088.54,China
425,7/31/2023,,,6,4507.33,Canada
426,4/22/2023,,,2,9270.14,Honduras
427,9/29/2023,,,9,1979.23,Poland
428,7/13/2024,,,3,5553.15,Jamaica
429,7/20/2023,,,9,8832.71,France
430,1/29/2024,,,3,2203.33,Ethiopia
431,1/5/2024,,,5,3047.96,Croatia
432,7/6/2023,,,5,9172.46,Brazil
433,4/8/2024,,,4,3248.48,Nicaragua
434,3/31/2023,,,3,1143.85,China
435,4/5/2023,,,8,367.01,South Africa
436,10/20/2024,,,6,7062.43,Indonesia
437,11/13/2023,,,7,157.73,China
438,11/20/2023,,,2,5931.9,Mongolia
439,5/20/2023,,,1,4773.54,Ukraine
440,1/21/2023,,,7,5124.51,Portugal
441,1/11/2024,,,7,1740.47,Poland
442,4/16/2024,,,10,9995.61,Indonesia
443,4/5/2024,,,9,6553.9,China
444,11/27/2023,,,6,5838.96,Bolivia
445,10/14/2023,,,1,1763.38,France
446,5/22/2023,,,9,6288.77,Tajikistan
447,1/23/2023,,,3,938.0,Indonesia
448,3/10/2024,,,9,5623.73,Japan
449,9/13/2024,,,10,1216.59,Russia
450,4/18/2024,,,10,867.36,Indonesia
451,7/5/2023,,,7,1333.96,China
452,5/10/2023,,,3,7684.9,Canada
453,9/29/2024,,,3,9863.32,Bulgaria
454,8/26/2024,,,3,9648.19,Indonesia
455,6/25/2024,,,2,4043.37,Ukraine
456,8/1/2024,,,6,3410.83,China
457,4/12/2024,,,4,2236.95,Philippines
458,7/28/2024,,,9,6045.56,United States
459,4/1/2024,,,7,4601.77,Afghanistan
460,8/14/2023,,,7,177.34,Brazil
461,2/4/2024,,,10,1260.64,Thailand
462,2/25/2024,,,2,4664.19,Brazil
463,6/24/2023,,,1,1175.35,Gambia
464,12/4/2023,,,7,6737.15,Philippines
465,8/27/2024,,,3,1033.85,Russia
466,8/8/2023,,,8,9559.08,Philippines
467,8/12/2023,,,6,5594.4,Sweden
468,1/29/2024,,,1,8648.83,Croatia
469,5/9/2024,,,6,4300.69,Indonesia
470,10/12/2024,,,10,2485.0,Cuba
471,2/25/2023,,,6,9694.21,Poland
472,5/8/2023,,,8,3426.18,Philippines
473,7/3/2023,,,8,3998.22,United States
474,5/15/2023,,,6,7452.45,China
475,5/1/2024,,,2,4346.87,Russia
476,9/1/2024,,,8,7896.13,China
477,8/30/2024,,,10,8669.06,Jordan
478,11/16/2024,,,3,8733.29,Mongolia
479,5/13/2023,,,2,7600.82,China
480,10/25/2023,,,9,4981.35,United States
481,6/11/2023,,,1,7440.36,Indonesia
482,3/8/2023,,,9,5179.15,Philippines
483,5/23/2024,,,9,2761.31,Indonesia
484,12/25/2023,,,9,3176.69,Armenia
485,7/4/2023,,,2,4741.54,Indonesia
486,8/7/2023,,,6,858.13,China
487,7/29/2023,,,3,768.27,Indonesia
488,9/19/2023,,,1,1617.98,Portugal
489,9/28/2024,,,1,5461.29,Central African Republic
490,4/19/2023,,,1,4593.87,Yemen
491,11/20/2023,,,4,5190.8,Mexico
492,11/27/2024,,,1,1261.96,China
493,7/19/2023,,,1,2507.28,Colombia
494,6/4/2024,,,8,473.97,Indonesia
495,10/29/2023,,,4,5206.43,Nigeria
496,9/25/2023,,,1,6468.93,Ethiopia
497,7/3/2023,,,6,3391.8,Japan
498,10/3/2023,,,9,6999.9,Finland
499,11/28/2024,,,6,5082.94,Indonesia
500,9/10/2023,,,1,2029.31,China
501,7/1/2024,,,9,9652.95,Vietnam
502,4/26/2024,,,9,3213.71,China
503,2/7/2023,,,2,9532.37,Indonesia
504,9/8/2023,,,2,2684.32,Japan
505,3/4/2024,,,9,6353.09,Colombia
506,11/26/2024,,,4,4784.78,Sweden
507,7/13/2024,,,9,8082.88,Jamaica
508,9/28/2024,,,3,5474.42,Sweden
509,7/10/2024,,,6,2192.1,Nigeria
510,4/22/2024,,,3,9322.37,Nigeria
511,8/22/2023,,,1,6155.69,Serbia
512,1/21/2024,,,10,4290.14,Argentina
513,11/6/2024,,,8,3652.24,Philippines
514,2/28/2023,,,7,459.96,Serbia
515,11/29/2023,,,8,5917.19,Japan
516,6/26/2023,,,4,9682.61,Czech Republic
517,9/2/2024,,,5,6046.69,Thailand
518,4/9/2023,,,3,5791.97,Syria
519,8/29/2023,,,3,2022.06,Germany
520,2/27/2024,,,3,5308.46,Pakistan
521,2/18/2024,,,6,1237.67,China
522,7/22/2023,,,10,9554.46,Myanmar
523,5/12/2024,,,4,5476.49,Ivory Coast
524,12/30/2023,,,2,7317.62,China
525,3/3/2024,,,5,3296.87,China
526,6/8/2024,,,1,5294.12,Nigeria
527,11/26/2023,,,4,3372.87,France
528,8/18/2024,,,9,9920.39,Portugal
529,10/18/2023,,,10,4013.72,Nigeria
530,9/22/2024,,,8,6691.83,Indonesia
531,1/22/2023,,,1,7001.23,Thailand
532,11/20/2024,,,10,3545.76,China
533,11/26/2024,,,3,121.24,China
534,3/8/2024,,,1,460.89,Indonesia
535,1/1/2023,,,2,6290.77,France
536,10/5/2023,,,7,2450.15,Indonesia
537,6/10/2024,,,9,463.24,Kenya
538,3/9/2023,,,4,5631.98,Peru
539,8/26/2024,,,9,7721.89,France
540,4/21/2024,,,7,872.07,China
541,8/25/2024,,,8,8379.36,Philippines
542,6/10/2023,,,7,1332.29,China
543,3/29/2023,,,8,8588.45,China
544,4/29/2024,,,7,5012.52,Colombia
545,3/28/2023,,,7,6924.27,China
546,2/13/2023,,,7,6321.3,Chile
547,6/10/2023,,,5,2610.64,Japan
548,8/13/2023,,,7,7340.31,United States
549,1/4/2024,,,2,5601.81,France
550,1/11/2023,,,7,9827.72,Sweden
551,7/10/2023,,,10,3460.67,France
552,8/1/2023,,,1,4075.22,Thailand
553,4/14/2023,,,10,6092.98,United States
554,2/27/2023,,,10,7207.07,Sweden
555,12/26/2023,,,5,8378.54,Sweden
556,5/13/2023,,,1,337.38,Mexico
557,3/7/2023,,,10,1221.64,Indonesia
558,7/27/2024,,,1,4543.87,Senegal
559,9/23/2023,,,7,9070.83,Indonesia
560,3/10/2024,,,7,863.6,Pakistan
561,10/22/2023,,,1,8329.46,Philippines
562,6/19/2023,,,4,6566.09,France
563,4/28/2024,,,9,9609.11,Russia
564,6/26/2024,,,6,7640.16,Russia
565,1/3/2023,,,6,5511.37,Bulgaria
566,5/14/2024,,,7,1823.72,Thailand
567,5/19/2023,,,3,7833.15,Indonesia
568,8/9/2023,,,9,4887.77,Czech Republic
569,11/6/2024,,,4,6101.41,China
570,4/24/2024,,,2,6312.64,China
571,9/11/2024,,,1,6360.2,Indonesia
572,3/1/2024,,,5,5056.36,Nigeria
573,5/13/2024,,,10,1600.69,Honduras
574,6/17/2023,,,1,576.81,Ukraine
575,11/2/2024,,,10,2690.12,Reunion
576,1/21/2023,,,7,4790.7,Italy
577,12/13/2023,,,2,7009.25,New Zealand
578,3/2/2023,,,3,3601.79,Argentina
579,5/6/2024,,,4,7565.26,Qatar
580,11/27/2023,,,9,5095.99,Indonesia
581,9/22/2024,,,1,4571.39,Colombia
582,3/3/2023,,,2,7892.93,Philippines
583,7/29/2023,,,1,5527.96,Slovenia
584,2/20/2023,,,9,7810.18,Panama
585,11/21/2024,,,5,3611.76,China
586,10/27/2023,,,9,4543.81,Indonesia
587,3/2/2023,,,3,6700.94,China
588,9/7/2023,,,8,8729.78,China
589,10/10/2023,,,5,9872.13,Mali
590,11/5/2023,,,6,9579.76,France
591,9/16/2024,,,9,2283.76,Brazil
592,7/5/2023,,,9,3380.69,Indonesia
593,8/26/2024,,,1,8140.89,Portugal
594,11/14/2023,,,9,1122.28,Indonesia
595,9/27/2024,,,6,7801.4,Bosnia and Herzegovina
596,7/21/2023,,,8,3920.07,Brazil
597,3/26/2023,,,7,189.0,Poland
598,8/26/2023,,,5,6823.43,Vietnam
599,9/9/2023,,,5,2101.12,New Zealand
600,2/11/2023,,,4,7996.85,Philippines
601,3/23/2024,,,1,484.26,Indonesia
602,2/12/2024,,,2,5745.29,Poland
603,8/13/2023,,,4,3144.86,Russia
604,8/23/2023,,,9,8372.33,Brazil
605,11/15/2023,,,8,1534.69,China
606,6/30/2023,,,10,9384.6,China
607,11/9/2023,,,2,7300.23,Vietnam
608,9/18/2023,,,3,7235.72,Poland
609,6/17/2024,,,6,7573.74,China
610,8/20/2024,,,9,3529.41,Greece
611,8/5/2024,,,1,4307.54,Vietnam
612,5/19/2024,,,4,1661.61,Argentina
613,10/24/2023,,,9,6330.7,China
614,8/18/2024,,,7,1053.86,Serbia
615,1/3/2024,,,7,8812.99,Poland
616,2/15/2023,,,8,6831.4,China
617,1/28/2024,,,3,3293.69,Gambia
618,7/28/2023,,,5,7783.59,Isle of Man
619,6/25/2023,,,5,4146.93,Finland
620,3/15/2024,,,9,2122.47,Mozambique
621,12/8/2023,,,10,2891.71,Argentina
